Date,avg_sentiment_all_news,avg_sentiment_top_news
6/26/2013,-0.049886968,-0.220095003
11/5/2011,-0.083625234,-0.1557
7/11/2012,-0.01389957,-0.244769996
6/21/2008,-0.056252727,-0.118670001
2/19/2019,-0.064581726,-0.108228004
1/19/2019,-0.108228004,-0.082697814
10/13/2018,-0.082697814,-0.113614996
10/8/2017,-0.104870588,-0.250335001
5/31/2016,-0.154060135,-0.039605001
10/24/2015,-0.097855973,-0.261044998
4/26/2016,-0.100914794,-0.130665001
8/5/2016,-0.101940731,-0.031435002
7/21/2015,-0.133184758,-0.104465217
8/10/2015,-0.194302871,-0.210045003
7/28/2009,-0.136477349,-0.228072733
7/11/2009,-0.078237037,-0.235266664
8/18/2009,-0.043892607,-0.273149995
9/17/2008,-0.107538931,-0.168486956
5/14/2008,-0.095333747,-0.01065
5/13/2016,-0.109133002,-0.161184998
9/10/2015,-0.098520188,-0.173919047
5/14/2014,-0.164492565,-0.267414995
8/10/2014,-0.153634084,-0.078314999
5/4/2013,-0.077458462,-0.333980948
5/1/2014,-0.14955036,-0.099616005
3/26/2014,-0.095629144,-0.175019997
12/15/2012,-0.09005424,-0.13944
12/26/2012,-0.008366244,-0.194954995
3/28/2013,-0.053704182,-0.138946666
10/25/2012,-0.016262238,-0.244890002
8/20/2011,-0.161676362,-0.064930002
7/8/2011,-0.132409112,-0.0663
12/22/2011,-0.050955249,-0.16095
11/26/2018,-0.09471947,-0.09471947
4/18/2015,-0.166602009,-0.149630002
5/10/2017,-0.046443915,-0.167797333
10/27/2016,-0.047881181,-0.150494999
6/14/2010,-0.094416809,-0.291239997
2/22/2016,-0.073267085,-0.182834996
11/16/2009,-0.066053332,-0.35115238
11/14/2008,-0.065102789,-0.249899997
4/14/2008,-0.097561999,-0.105958621
10/24/2016,-0.069520447,-0.116799998
3/22/2015,-0.148027667,-0.198784999
9/10/2013,-0.121656805,-0.328950003
8/3/2014,-0.175190137,-0.100590001
2/10/2015,-0.093054714,-0.125243589
3/28/2011,-0.23731081,-0.160403921
3/13/2011,-0.126096854,-0.193239999
5/3/2011,-0.177369353,-0.282414994
7/28/2012,-0.043947179,-0.403152375
2/12/2008,-0.160403921,-0.122850001
9/23/2019,-0.137384792,-0.355459997
10/4/2019,-0.16691778,-0.187068966
7/23/2019,-0.109455519,-0.209897367
6/12/2019,-0.146019546,-0.182374996
3/29/2018,-0.079966029,-0.164629997
5/9/2017,-0.055309614,-0.279459999
11/14/2016,-0.03659965,-0.285422727
5/1/2010,-0.093321163,-0.062280004
10/21/2009,-0.107433954,-0.132600002
8/7/2010,-0.19744935,-0.0679
10/17/2009,-0.147650587,-0.243599998
4/24/2008,-0.100670228,-0.193844996
7/28/2008,-0.155658114,-0.320446153
12/17/2008,-0.099170472,-0.093294999
1/21/2017,-0.022234057,-0.169833334
12/16/2013,-0.094302623,0.025580002
8/25/2013,-0.125769426,-0.127645001
7/8/2013,-0.119754867,-0.286041667
11/15/2014,-0.088960464,-0.118399999
4/8/2014,-0.123733816,-0.108595454
1/14/2013,-0.076071486,-0.377618519
2/9/2011,-0.14416891,-0.17404
2/8/2011,-0.057842858,-0.061095239
1/1/2011,-0.172562121,-0.178224993
6/27/2012,-0.019286248,-0.267860002
2/18/2012,-0.027005412,-0.205674995
9/6/2019,-0.143002533,-0.363399997
7/7/2019,-0.092182696,-0.106426983
12/20/2018,-0.106426983,-0.120931119
6/21/2019,-0.140899872,-0.261984998
12/21/2018,-0.120931119,-0.14361852
7/27/2018,-0.058929652,-0.242991666
12/19/2017,-0.10936821,-0.228144442
7/3/2017,-0.053528746,-0.202096873
8/20/2016,-0.089629666,-0.224718179
8/12/2010,-0.118171839,-0.206938093
5/14/2010,-0.116424443,-0.140547615
2/16/2010,-0.080121884,-0.15296
11/27/2008,-0.158723913,-0.277614996
3/22/2016,-0.24433326,-0.114323811
6/10/2008,-0.106196772,-0.080980952
1/13/2009,-0.07134626,-0.344909999
10/2/2008,-0.202096873,-0.036339998
12/15/2014,-0.141422872,-0.249914996
11/15/2013,-0.074506665,-0.100584998
6/9/2013,-0.04423501,-0.287239998
3/1/2011,-0.089158234,-0.449089995
7/4/2011,-0.125296184,-0.399414993
8/13/2011,-0.217600429,-0.288254994
10/5/2011,-0.102201022,-0.212155004
8/25/2019,-0.143254585,-0.097105118
12/3/2018,-0.097105118,-0.211159996
4/16/2019,-0.065328753,-0.176680007
5/25/2019,-0.087046852,-0.236716665
8/28/2018,-0.085686799,-0.096023809
9/5/2016,-0.112987062,-0.095956692
7/30/2017,-0.120248142,-0.291130004
4/7/2017,-0.112152204,-0.145514999
1/29/2010,-0.075721093,-0.353228569
9/10/2010,-0.209532512,-0.142919999
9/9/2010,-0.096173592,-0.174890907
2/16/2009,-0.026195312,-0.341695
6/12/2009,0.022879766,-0.263964994
7/17/2008,-0.084192201,-0.059689657
7/29/2008,-0.105427271,-0.219019999
11/29/2013,-0.103412475,-0.282619999
1/24/2015,-0.219639069,-0.163224998
12/28/2012,-0.091773249,-0.065929998
12/25/2011,-0.034576712,-0.166589998
6/17/2012,-0.061212183,-0.250714998
1/8/2012,-0.026694964,-0.107028566
8/20/2019,-0.125382533,-0.227495001
6/20/2018,-0.115435968,-0.230124139
11/12/2017,-0.08737533,-0.298859089
12/15/2016,-0.077288153,-0.28339
12/31/2017,-0.046948232,-0.297889999
9/7/2015,-0.147543089,-0.313410713
11/23/2009,-0.09847511,0.025034997
12/13/2009,-0.14192568,-0.129327275
9/1/2009,-0.183270454,-0.306879999
4/8/2015,-0.095800424,-0.15661
5/21/2016,-0.156906813,-0.326471428
5/3/2015,-0.171551753,-0.34310952
7/22/2014,-0.147763316,-0.287820001
4/11/2013,-0.045265944,-0.31225
2/22/2011,-0.149046915,-0.231144997
1/14/2011,-0.123139599,-0.224795
8/4/2011,-0.131952835,-0.133633332
8/8/2012,-0.04874029,-0.267154996
7/25/2012,-0.045638979,-0.164274999
8/15/2019,-0.137171598,-0.106308879
11/24/2018,-0.106308879,-0.084915002
1/12/2018,-0.100927629,-0.232169149
6/8/2017,-0.072014824,-0.069027108
11/15/2015,-0.277060071,-0.221674998
8/4/2017,-0.048209794,-0.336759997
4/18/2010,-0.03414802,0.077033333
9/1/2010,-0.202664807,-0.291136365
12/1/2008,-0.120311111,-0.401775001
2/22/2009,-0.042841016,-0.112890005
11/24/2016,-0.033989086,-0.209565001
3/13/2010,-0.093618616,-0.112644999
8/4/2008,-0.069027108,-0.270385712
5/11/2016,-0.125659215,-0.165204762
9/9/2015,-0.109981377,-0.028457145
6/15/2013,-0.054005893,-0.108219996
10/19/2013,-0.133653625,-0.195579998
3/17/2011,-0.088343674,-0.049933333
2/10/2013,-0.081084332,-0.194420833
2/24/2013,-0.037381837,-0.026830003
12/27/2012,-0.03105252,-0.218433332
10/29/2011,-0.119500577,-0.044294997
9/6/2011,-0.110595129,-0.154525001
6/15/2012,-0.049976747,-0.224474998
9/1/2019,-0.178015929,-0.088218799
3/28/2018,-0.075810866,-0.226218178
11/5/2018,-0.088218799,-0.268757143
4/29/2019,-0.129034797,-0.133059255
6/1/2017,-0.013451555,-0.107928261
8/20/2017,-0.100290689,-0.012864491
11/25/2016,-0.063330705,-0.034719998
6/22/2016,-0.127091884,-0.268240003
12/11/2010,-0.173380999,-0.241739994
5/18/2015,-0.158894137,-0.129290478
6/5/2015,-0.138596193,-0.168590911
2/8/2010,-0.055058116,-0.175799997
6/25/2010,-0.134693103,-0.209471429
4/7/2010,-0.075281015,-0.314550003
8/31/2010,-0.16482857,0.239154999
11/19/2008,-0.057225876,-0.003829998
1/9/2010,-0.140829851,-0.121976189
3/5/2009,-0.051469889,-0.341889999
4/20/2009,-0.072492631,-0.095004997
6/9/2009,-0.088530268,-0.285449995
9/10/2008,-0.018297928,-0.347954998
8/22/2008,-0.012864491,-0.317784614
1/5/2017,-0.026967827,-0.257051349
11/30/2016,0.004586472,-0.175364997
12/13/2013,-0.093716772,-0.041490908
10/6/2013,-0.114519386,-0.152544997
6/17/2013,-0.078788412,-0.302123332
9/15/2014,-0.062048148,-0.265014997
12/25/2014,-0.155241078,-0.267799993
11/26/2014,-0.164606854,-0.26028095
10/26/2014,-0.150055391,-0.315461903
4/16/2013,-0.064372112,-0.210624999
9/28/2011,-0.156191812,-0.175095234
2/23/2012,-0.057407812,-0.280549996
4/5/2012,-0.048724954,-0.413119997
1/26/2012,-0.064918685,-0.282960868
7/31/2011,-0.211452913,-0.238280002
12/31/2011,-0.043318937,-0.094351997
6/13/2012,-0.019133864,-0.123323807
8/30/2012,-0.036300703,-0.314124998
7/26/2009,-0.114590653,-0.356573913
5/22/2019,-0.120962966,-0.287571425
3/12/2019,-0.143524776,-0.087659994
2/27/2018,-0.084871857,0.016137843
10/14/2017,-0.087155534,-0.295479996
6/19/2016,-0.165029187,-0.283599998
5/28/2016,-0.130191715,-0.154974997
4/2/2017,-0.013761093,-0.300919997
7/14/2010,-0.124579564,-0.170829999
12/2/2009,-0.093543597,-0.226505002
2/3/2009,-0.110977669,-0.330454997
1/19/2010,-0.082783098,-0.17371111
10/23/2009,-0.043867771,-0.271685714
10/9/2013,-0.05875052,-0.223087691
2/3/2014,-0.091061911,-0.022695002
1/12/2014,-0.144793306,-0.256639998
10/17/2013,-0.087149512,-0.05384762
12/7/2014,-0.213649404,-0.235679166
2/11/2013,-0.060867599,-0.173404998
12/18/2009,-0.145800361,-0.189604998
3/13/2008,-0.223087691,-0.384844999
9/4/2019,-0.175647229,-0.314600001
4/2/2018,-0.078779126,-0.212094998
1/25/2018,-0.126004166,0.079549995
1/20/2018,-0.134156071,-0.231578259
5/14/2018,-0.115240149,-0.218619993
12/17/2015,-0.062448941,-0.302804998
6/9/2017,-0.042007942,-0.18145909
12/6/2010,-0.112360001,-0.245135
6/9/2015,-0.130820212,-0.248082757
5/28/2010,-0.152216595,-0.070849999
3/11/2016,-0.102369856,-0.34264166
10/21/2010,-0.124587315,-0.069395238
3/8/2010,-0.062977003,-0.216790478
3/27/2016,-0.201829344,-0.118610001
6/15/2014,-0.204190697,-0.287453844
11/22/2014,-0.154048232,-0.264504762
8/29/2014,-0.175888126,-0.021629999
3/2/2013,-0.132275538,-0.260513636
4/6/2013,-0.118557893,-0.221789999
3/31/2011,-0.084398237,-0.262555
7/27/2012,-0.053022994,-0.328114998
5/11/2012,-0.023976215,-0.090319996
1/4/2011,-0.194834676,-0.164710001
8/1/2018,-0.093954474,-0.370119999
4/10/2019,-0.063882494,-0.218814996
12/21/2016,-0.10968418,-0.113045458
4/12/2017,-0.039728689,-0.174997059
12/20/2016,-0.195250947,-0.180799998
11/19/2016,-0.052569412,-0.087695237
4/11/2017,-0.059527264,-0.183204999
6/24/2015,-0.070145605,-0.394740907
6/8/2016,-0.107340149,-0.241815003
5/21/2008,-0.046876561,-0.301179998
4/15/2009,-0.083859848,-0.171949995
7/5/2008,-0.138039582,-0.237309999
10/28/2013,-0.122367143,-0.200174997
9/19/2012,-0.028169645,-0.050119998
11/4/2012,-0.02711478,0.025219048
10/15/2012,-0.009369174,-0.04874
1/28/2011,-0.117845215,-0.134499996
8/22/2011,-0.10041501,-0.167464998
9/20/2011,-0.171145011,-0.329004997
12/1/2018,-0.120965043,-0.120965043
10/18/2017,-0.10598523,-0.246185712
6/15/2016,-0.143534738,-0.247440623
1/13/2017,-0.017452094,-0.318405002
7/6/2015,-0.11951724,-0.174854998
12/22/2009,-0.086228187,-0.102054998
8/20/2010,-0.110251723,-0.137209091
6/22/2009,-0.091010651,-0.143319996
8/14/2014,-0.090890108,-0.198839994
2/28/2013,-0.048681575,-0.179534996
10/8/2012,-8.50E-04,-0.220229999
3/26/2011,-0.127045778,-0.387574998
11/26/2011,-0.164910484,-0.192563636
5/5/2012,0.034956129,-0.194966663
10/2/2019,-0.13895541,-0.128710672
12/9/2018,-0.128710672,-0.225214285
5/2/2019,-0.110225192,-0.375975
3/4/2019,-0.096357575,-0.080861906
9/16/2018,-0.109235914,-0.24867
11/18/2017,-0.087378448,-0.268446152
3/13/2017,-0.047138404,-0.082109524
6/15/2017,-0.087654566,-0.261959999
4/5/2017,-0.105655068,-0.164855
2/8/2017,-0.089188166,-0.069359998
4/20/2017,-0.081935813,-0.279840904
12/29/2010,-0.157551464,-0.246685
8/3/2016,-0.139863844,-0.12693077
7/20/2009,-0.10820655,-0.096334999
11/12/2008,-0.106502642,-0.177089998
8/14/2009,-0.132305945,-0.392763993
4/16/2009,-0.08354793,-0.105310004
1/10/2009,-0.190743699,-0.344889999
11/22/2008,-0.082109524,-0.373009996
7/31/2016,-0.097471655,-0.357084997
8/21/2015,-0.141525151,-0.119584997
1/20/2013,-0.100677823,-0.286470829
10/29/2014,-0.068113745,-0.239123807
1/23/2015,-0.126757245,-0.052320003
9/4/2012,-0.054703439,-0.016524999
1/24/2011,-0.20131019,-0.150285002
7/23/2012,-0.057423866,-0.262109523
3/4/2012,-0.058877418,-0.272164995
8/10/2019,-0.36604906,-0.33201739
3/6/2018,-0.062690133,-0.437189997
5/31/2018,-0.054821061,-0.246120586
2/2/2018,-0.168701416,-0.399909523
9/24/2017,-0.098638954,-0.219529998
7/25/2010,-0.183280281,-0.237199998
6/13/2016,-0.172039513,-0.234928573
4/4/2016,-0.119046528,-0.213449996
9/22/2008,-0.111533519,-0.05986036
2/25/2017,-0.086244091,-0.123039999
1/19/2013,-0.216105928,-0.148899998
10/18/2012,-0.036943466,-0.25751
5/7/2014,-0.121966846,-0.187425
12/30/2012,-0.121628437,-0.227796667
4/12/2011,-0.166639436,-0.256942856
7/16/2012,-0.030536625,-0.089685003
8/28/2012,-0.085003964,-0.301635
5/18/2012,-0.035622061,-0.210376192
8/26/2010,-0.132975288,-0.17566
7/19/2008,-0.05986036,-0.434135002
9/29/2019,-0.149135049,0.095885005
2/12/2018,-0.101927421,-0.041221103
5/24/2018,-0.093417366,-0.280669999
8/29/2018,-0.08124088,-0.144530379
1/11/2016,-0.136180273,-0.12396585
12/22/2016,-0.080870545,-0.144249998
8/21/2017,-0.103215979,-0.239770001
5/21/2017,-0.050300299,-0.191824999
4/21/2009,-0.041221103,-0.290418183
4/13/2009,-0.063492141,-0.211569999
11/19/2014,-0.143578707,-0.313835002
1/16/2012,-0.069840829,-0.238074995
8/10/2012,-0.003460835,-0.317319048
10/11/2008,-0.144530379,-0.196596667
5/11/2008,-0.08112473,-0.219239998
8/16/2019,-0.115909625,-0.296820001
5/29/2018,-0.181728549,-0.086896583
12/24/2018,-0.086896583,-0.117028825
1/5/2019,-0.117028825,-0.115899999
12/29/2018,-0.115899999,-0.250964999
12/24/2010,-0.11702718,-0.321715
3/14/2016,-0.086053305,-0.350023808
7/27/2015,-0.161217211,-0.237207138
3/16/2017,-0.039797541,-0.286052378
4/18/2016,-0.096672258,-0.286495
8/12/2016,-0.098785806,0.026600002
4/16/2016,-0.14280992,-0.020185716
7/27/2014,-0.203813171,-0.056555001
9/15/2013,-0.03545062,-0.096214283
10/18/2013,-0.084781182,-0.386489999
5/24/2014,-0.130399037,-0.359154998
4/4/2009,-0.075181771,-0.200455002
5/21/2019,-0.093630515,-0.081865914
8/12/2018,-0.108976999,-0.256567999
2/10/2019,-0.081865914,-0.029920833
12/17/2017,-0.121618131,-0.196214817
12/6/2017,-0.061797599,-0.444897143
9/22/2016,-0.110390637,-0.135733329
4/27/2017,-0.055677306,-0.071974996
5/27/2017,-0.119670614,-0.21193
10/17/2016,-0.076407778,-0.16595882
12/3/2008,-0.097419702,-0.149649997
2/15/2009,-0.042287288,-0.149245003
10/30/2009,-0.113417914,-0.204638095
11/30/2008,-0.183055371,-0.39119091
11/15/2008,-0.029920833,-0.166942856
4/22/2008,-0.093031846,-0.181822725
5/23/2009,-0.218233331,-0.15598387
5/23/2015,-0.050908695,-0.351204997
7/24/2015,-0.100417292,-0.23817
12/22/2013,-0.131988266,-0.169590474
9/29/2013,-0.102384938,-0.249800001
5/4/2011,-0.162346954,-0.169360005
5/22/2012,-0.01214957,-0.203264999
3/16/2018,-0.113906268,-0.345080005
12/13/2017,-0.063743313,-0.083442768
12/11/2015,-0.108423551,-0.214480485
2/1/2017,-0.100448104,-0.124374997
8/2/2015,-0.171113995,-0.333529999
8/19/2016,-0.070168916,-0.151959998
12/25/2009,-0.083442768,-0.093581817
6/1/2008,-0.107912121,-0.206532255
9/8/2009,-0.085152554,-0.242764997
8/13/2008,-0.077469159,-0.432754997
2/12/2014,-0.105664109,-0.095225003
8/2/2014,-0.163150388,-0.127947828
8/23/2014,-0.150152674,-0.26638
3/11/2011,-0.10172579,-0.385394999
5/27/2013,-0.089108296,-0.303859995
10/26/2012,-0.053145867,-0.075735712
1/15/2011,-0.135278532,-0.223284999
10/25/2009,-0.140759631,-0.28756
3/21/2019,-0.11603224,-0.09161558
5/28/2019,-0.128980331,-0.449019996
7/16/2018,-0.085505424,-0.10566207
10/26/2018,-0.09161558,-0.126388888
9/10/2017,-0.069717865,-0.140544998
11/17/2015,-0.201779166,-0.286636366
4/11/2016,-0.104698258,-0.143952377
9/14/2016,-0.065639555,-0.153727269
4/22/2015,-0.130689603,-0.21545
2/3/2010,-0.116056189,-0.263464997
1/26/2017,-0.066552385,-0.084975003
6/27/2015,-0.106742723,-0.24175
5/4/2008,-0.118586607,-0.031924997
5/25/2009,-0.030346914,-0.384104999
6/22/2008,-0.126388888,-0.287931814
9/28/2008,-0.08351238,-0.14215517
4/17/2013,-0.115206577,-0.299639128
4/5/2014,-0.146658526,-0.197661903
12/2/2014,-0.117501186,-0.101581483
6/26/2011,-0.153094012,-0.157304994
10/12/2011,-0.156706836,-0.202674997
9/21/2011,-0.116259291,-0.244014999
6/20/2011,-0.101651052,-0.289459999
7/16/2011,-0.221877658,-0.18109
7/26/2012,0.00737768,-0.244955001
3/19/2018,-0.081983315,-0.208464998
6/27/2019,-0.082882353,-0.263499996
1/29/2018,-0.143223201,-0.118829221
5/1/2018,-0.132323786,-0.250252382
7/20/2018,-0.130471976,-0.194295
6/16/2018,-0.048887909,-0.245164998
9/15/2018,-0.135104248,-0.12258684
11/6/2015,-0.131129586,-0.27268
6/11/2015,-0.118430811,-0.301845
6/29/2016,-0.102742324,-0.18358
9/13/2009,-0.118829221,-0.169910001
1/29/2009,-0.085698607,-0.157014283
6/1/2009,-0.015172298,-0.270854545
6/13/2009,0.015081778,-0.196884997
9/14/2014,-0.106595344,-0.348714998
7/10/2013,-0.114510958,-0.09035238
2/17/2013,-0.061486982,-0.139218182
6/3/2011,-0.177828358,-0.054999997
11/2/2011,-0.056560533,-0.2093125
11/29/2011,-0.102611407,-0.092079999
2/8/2018,-0.110536834,-0.156915002
6/19/2017,-0.15472405,-0.201933332
3/19/2015,-0.093581288,-0.052302963
3/3/2016,-0.110816049,-0.155649997
8/16/2017,-0.06238665,-0.137785711
8/17/2015,-0.163285907,-0.131285001
1/1/2017,-0.083827907,-0.153734481
5/6/2010,-0.054826198,-0.129589999
8/5/2010,-0.11689846,-0.146445002
1/4/2009,-0.143216393,-0.252969996
12/15/2008,-0.052302963,-0.061685
2/15/2014,-0.093564857,-0.128415003
10/10/2014,-0.034454993,-0.108394997
8/18/2014,-0.143497788,-0.255566663
8/22/2013,-0.114680083,-0.385983999
1/11/2014,-0.130889785,-0.101149999
6/20/2013,-0.082425067,-0.184824998
2/5/2011,-0.088425783,-0.084375002
4/10/2011,-0.146653931,-0.314014997
8/14/2011,-0.135601785,-0.244890473
4/2/2012,-0.054249919,-0.186404997
7/3/2019,-0.140353118,0.163895002
8/14/2018,-0.1938973,-0.220263638
2/22/2019,-0.096428137,-0.070293332
3/25/2019,-0.10184484,-0.122111236
8/24/2018,-0.089822829,-0.231999999
7/10/2017,-0.064830726,-0.157144999
4/18/2017,-0.042479581,-0.277584996
11/8/2015,-0.082434274,-0.292524996
6/1/2015,-0.116592624,-0.07564762
1/6/2016,-0.17105214,-0.208495002
2/7/2009,-0.038772125,0.028080002
10/14/2008,-0.070293332,-0.123274998
3/21/2008,-0.122111236,-0.251036362
1/5/2016,-0.196699813,-0.018255002
5/21/2015,-0.096282987,-0.304765002
10/23/2013,-0.114908995,-0.204754996
6/5/2014,-0.123946724,-0.183604998
4/25/2014,-0.096379667,-0.178716668
3/13/2015,-0.100412094,-0.051119999
11/2/2012,-0.043099195,-0.332594998
9/24/2012,-0.056742263,-0.267529996
6/10/2012,-0.063451678,-0.280909999
8/16/2009,-0.063165534,-0.25076
4/8/2018,-0.12676556,-0.221979997
11/12/2018,-0.114458875,-0.114458875
5/4/2018,-0.035694405,-0.07370157
8/29/2017,-0.063743165,-0.272601586
11/7/2017,-0.040294233,-0.1295
6/13/2017,-0.089000238,0.079045003
6/25/2017,-0.075538193,-0.048052299
11/28/2015,-0.148640798,-0.239354542
4/11/2015,-0.16694553,-0.187074998
6/27/2016,-0.065198177,-0.095680004
1/28/2010,-0.035037906,-0.147859999
4/5/2009,-0.07370157,-0.045609998
10/4/2008,-0.272601586,-0.064203176
1/20/2017,-0.008257677,-0.16179
8/17/2013,-0.138672017,-0.305484995
9/23/2014,-0.13494176,-0.113176189
6/26/2014,-0.136526977,-0.268269998
5/20/2011,-0.115086685,-0.169289998
3/14/2012,-0.068523045,-0.30968
6/8/2011,-0.100324172,-0.062339129
7/14/2011,-0.104319944,-0.205419998
1/28/2012,-0.026515447,-0.205625001
2/14/2010,-0.048052299,-0.23527
1/31/2009,-0.115767511,-0.158194997
9/24/2011,-0.102539012,-0.076184998
3/23/2008,-0.064203176,-0.072264997
5/11/2019,-0.111749414,-0.088476463
2/21/2019,-0.119085185,-0.102254999
11/8/2018,-0.088476463,-0.069066668
8/16/2018,-0.166964629,-0.130994817
12/10/2017,-0.074700507,-0.0673
10/8/2015,-0.130948438,-0.239070002
4/29/2016,-0.131721406,-0.158978259
10/28/2015,-0.105628204,-0.050648
8/10/2016,-0.107877025,-0.063242106
10/14/2010,-0.002287978,-0.261410001
9/30/2010,-0.189865136,-0.092820002
10/8/2010,0.056482927,-0.096904998
9/16/2015,-0.12856404,-0.15251
10/1/2009,-0.076469956,-0.08303913
1/6/2010,-0.157522661,-0.393523806
8/19/2009,-0.064248908,-0.2816
7/10/2008,-0.130994817,-0.405504345
1/11/2015,-0.217850789,-0.152659998
9/6/2014,-0.105010207,-0.185744999
1/28/2014,-0.070809173,-0.042160001
12/21/2012,-0.03997437,-0.226429998
10/13/2012,-0.062333404,-0.247694999
12/21/2008,-0.063242106,-0.23063
4/13/2018,-0.172745054,-0.212435001
6/23/2018,-0.09604882,-0.095161468
10/2/2018,-0.095161468,-0.156659999
4/15/2015,-0.088063842,-0.205048778
10/30/2016,-0.048926162,-0.091100001
10/24/2010,-0.097497901,-0.105190006
8/2/2010,-0.154373544,-0.231989997
8/27/2009,-0.085254347,-0.129426087
9/12/2010,-0.170772316,-0.114779998
7/19/2009,-0.057875925,-0.186829997
3/7/2010,-0.102758763,-0.305469566
4/29/2009,-0.140680386,-0.175179998
8/8/2015,-0.209224757,-0.171609998
2/21/2014,-0.085729904,-0.214161901
9/2/2014,-0.136127852,-0.081761902
3/18/2014,-0.124101817,-0.233931815
6/14/2013,-0.05007923,-0.270624995
9/7/2012,-0.016713381,-0.088754999
3/21/2013,-0.05735568,-0.253742305
3/24/2011,-0.172675412,-0.211964999
12/3/2011,-0.082166505,-0.286629999
7/22/2019,-0.152344175,-0.163934994
2/10/2018,-0.14205425,-0.125884561
2/9/2018,-0.110797495,-0.285994998
11/29/2018,-0.125884561,-0.120360274
5/5/2016,-0.070762768,-0.054723664
1/20/2016,-0.141770391,-0.315959996
4/27/2015,-0.113054049,-0.119133333
7/3/2010,-0.209874044,-0.233255001
1/31/2010,-0.107603998,-0.131115002
9/23/2009,-0.057136121,-0.276342305
2/17/2010,-0.111626098,-0.309054165
5/26/2008,-0.120360274,-0.485264998
9/9/2008,-0.032663316,-0.144245829
4/16/2014,-0.135598009,-0.291690001
4/2/2011,-0.163358222,-0.131809996
5/19/2011,-0.087142817,-0.370264999
2/11/2019,-0.091246234,-0.091246234
7/10/2018,0.036177367,-0.079345595
1/3/2019,-0.079345595,-0.083817239
10/6/2016,-0.112808993,-0.114351723
12/15/2017,-0.0787403,-0.11194
7/15/2017,-0.051718323,-0.164161906
2/11/2016,-0.093280357,-0.168047616
10/11/2015,-0.15267344,-0.147499997
9/12/2016,-0.054478849,-0.281499999
11/5/2010,-0.162150243,-0.188145454
4/16/2015,-0.109613911,-0.380940736
2/9/2010,-0.085143218,-0.06973125
7/9/2010,-0.106730978,-0.123819998
4/19/2016,-0.122509668,-0.200024036
5/7/2008,-0.223447057,-0.355990907
6/8/2009,-0.069312323,-0.442228569
5/9/2008,-0.132763225,0.02913
3/5/2017,-0.004999429,-0.212428568
11/5/2013,-0.08675542,-0.216069997
8/11/2013,-0.082784958,-0.259634998
8/30/2013,-0.155065526,-0.143645
12/14/2012,-0.180841847,-0.111735001
4/2/2013,-0.098422557,-0.339675001
3/9/2012,-0.043088768,-0.089739998
9/30/2011,-0.172903067,-0.228214995
5/5/2008,-0.199768747,-0.259954997
7/20/2008,-0.06973125,-0.071130001
4/13/2008,-0.200024036,-0.19193
3/4/2018,-0.049547472,-0.049969997
4/21/2019,-0.143053708,-0.168899997
3/21/2017,-0.055161985,-0.273615004
6/7/2017,-0.13594065,-0.005570002
7/26/2017,-0.065266164,0.013541747
10/25/2015,-0.076072064,-0.089496502
8/7/2017,-0.04926746,-0.087986624
4/14/2016,-0.1005272,-0.18976
2/9/2016,-0.125029165,-0.18142857
11/7/2015,-0.107049999,-0.30746
11/28/2010,-0.164255444,-0.040600001
10/7/2009,-0.125894709,-7.85E-04
10/16/2009,-0.136305355,0.007639999
10/5/2009,-0.118364316,-0.191546151
11/25/2008,-0.046583467,-0.172187096
9/4/2008,0.013541747,-0.259966666
9/30/2008,-0.089496502,-0.279799996
9/23/2008,-0.087986624,-0.355888003
8/19/2015,-0.091916937,-0.089077272
2/19/2014,-0.138119214,-0.198375004
10/12/2014,-0.008175155,-0.258466665
3/6/2011,-0.152254902,-0.213380003
8/3/2011,-0.164535327,-0.215529999
5/6/2012,-0.008215021,-0.046209998
1/30/2008,-0.530924996,-0.530924996
5/19/2019,-0.058477653,-0.005865002
3/25/2018,-0.138762877,-0.358230435
9/20/2017,-0.076686357,-0.148794999
6/2/2017,-0.035463928,-0.219740003
11/25/2015,-0.141685341,-0.085944115
9/19/2015,-0.121131105,-0.184790002
12/25/2010,-0.148548529,-0.121795454
5/17/2010,-0.091426297,-0.267164995
7/21/2010,-0.186713608,-0.277125
9/21/2009,-0.082206274,-0.327119045
7/24/2008,-0.053574556,-0.240884996
1/18/2014,-0.118537861,-0.320649996
3/17/2014,-0.118508321,-0.36933
1/29/2014,-0.053660061,-0.272514284
5/3/2012,-0.003455744,-0.244936
3/20/2012,-0.069270802,-0.104052001
8/17/2018,-0.133488539,-0.036350004
4/5/2019,-0.066973095,-0.087514254
4/22/2019,-0.13575812,-0.266024999
12/31/2018,-0.087514254,-0.005125001
1/29/2016,-0.132416504,-0.27433
4/30/2017,-0.019695062,-0.179217242
7/12/2015,-0.150952805,-0.161328571
12/1/2009,-0.08843793,-0.125905002
10/31/2009,-0.130740507,-0.181520002
3/24/2017,-0.052800688,0.158425
2/5/2009,-0.075227831,-0.226403223
2/1/2009,-0.077411463,-0.140324998
6/26/2015,-0.161115429,-0.130404998
4/19/2009,-0.088829569,-0.180273532
7/15/2013,-0.067738537,-0.249624998
5/16/2012,-0.070638473,-0.190855001
2/5/2008,-0.264924999,-0.264924999
8/31/2019,-0.208353345,-0.147364998
4/15/2018,-0.116520628,-0.138563635
8/13/2019,-0.184703048,-0.311439999
3/3/2019,-0.088604939,-0.170633337
1/26/2016,-0.174719548,-0.238869993
